761350846844170240|20160804195921|@InfoStrat|Thanks to all who attended our webinar on Microsoft Dynamics Field Service today|v=6.2,a=4.08,d=5.84,hit=1,key=field
761344436756361217|20160804193353|@timothyblanch13|Process Microsoft Windows within your Mac computer together with VMware|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761344301913677824|20160804193321|@tomi91|Before people make any claims, check the source. Saying "microsoft insider" is not a good source. This is why I try to avoid such tweets.|v=7.41,a=5.72,d=6.27,hit=2,key=people-good
761344079426834433|20160804193228|@AlfejGorshkov|Process Microsoft Windows within your Mac computer together with VMware|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761344066177077248|20160804193225|@Cress_Brian|Okay it's 1:25 am in Germany. I just want to watch the new  video from @FaZeBlaziken. but Microsoft just Published a new Update for the Xbox|v=5.78,a=4.1,d=5.37,hit=1,key=watch
761343886727925760|20160804193142|@HOGUEMARISSA|LinkedIn Losses Reach $119 Million, Revenues Rise: Ahead of the Microsoft merger, LinkedIn results beat market estimates.|v=5.66,a=4.12,d=5.27,hit=1,key=market
761343877332676608|20160804193140|@CMCG_California|#cmcg Ahead of the Microsoft merger, LinkedIn results beat market estimates.  #californiamcg|v=5.66,a=4.12,d=5.27,hit=1,key=market
761343807388397568|20160804193123|@Kantrowitz|@Microsoft do what you want, but I'm sad about this sunrise thing|v=4.19,a=4.54,d=4.32,hit=2,key=sad-sunrise
761343614010228736|20160804193037|@keranov|Go ahead @Microsoft, reset my system settings with your #Windows10AnniversaryUpdate. Why should I care about my Power Management settings?|v=6.54,a=6.67,d=7.28,hit=1,key=power
761342726864461824|20160804192705|@aron_calderon|Microsoft just changed its toy gun emoji to a real pistol: Looks like Microsoft and Apple may not be on the same page about firearm e...|v=5.42,a=6.27,d=5.06,hit=2,key=toy-gun
761342276341727233|20160804192518|@PudiMylle|@Microsoft I could not enter my password, and now he is all the time restarting, no one deserves|v=5.31,a=4.64,d=4.63,hit=1,key=time
761342036582735873|20160804192421|@PudiMylle|@Microsoft If repentance killed, I'd be dead and buried. Upgrade my notebook to Windows 10 was the worst thing I did, I lost my files|v=2.37,a=5.78,d=2.85,hit=2,key=dead-lost
761342029213249536|20160804192419|@noobalicious1|Words cannot describe how happy I am that Microsoft is finally bringing Halo and Gears of War back to PC. #finally #rememberwhereyoustarted|v=5.22,a=7.05,d=5.68,hit=2,key=happy-war
761341584751243264|20160804192233|@eryn_baxter|When ya boy draws you a picture on Microsoft paint #RelationshipGoals|v=5.98,a=4.34,d=5.57,hit=2,key=boy-paint
761340712940019712|20160804191905|@EarlThorndike|So up to art form the too much in relation to your microsoft service habituation: wxzenIwa|v=6.68,a=4.86,d=5.3,hit=1,key=art
761340531687366656|20160804191822|@no1skylinefan|Failure is not an option. It comes bundled with your Microsoft product. ― Ferenc Mantfeld|v=1.7,a=4.95,d=2.4,hit=1,key=failure
761340300388364288|20160804191727|@bbosken|@ewaccess  Microsoft should require some kind of documentation to prove disability. This shit certainly ain't rocket science.|v=7.59,a=4.46,d=5.95,hit=1,key=kind
761340240753750016|20160804191713|@depletionmode|@LolyRoP Hehe. I had a great time @ibmxforce. However very happy at @Microsoft|v=6.84,a=5.56,d=5.59,hit=2,key=time-happy
761339945222967296|20160804191602|@vektar2|@xxnike0629xx @Microsoft @Windows it restarted a few times then just stayed on that screen for a good 5-6 hours.|v=7.47,a=5.43,d=6.41,hit=1,key=good
761339235328729091|20160804191313|@thisisbryanm|The only time I use a bullet is in Microsoft Word.|v=4.31,a=5,d=4.29,hit=2,key=time-bullet
761338258362015745|20160804190920|@cakesxroses|@Office never knew i love microsoft office until now|v=7.66,a=4.94,d=6.24,hit=2,key=love-office
761338157241659392|20160804190856|@ohheyimj|@TypicalKneeGro so is that enough memory for photoshop and Microsoft and like basic school stuff|v=6.62,a=5.42,d=5.11,hit=1,key=memory
761337748292632576|20160804190718|@fazebeast53|my dad work at microsoft if you dont leve me alone ill get you IP ban.|v=2.41,a=4.83,d=3.7,hit=1,key=alone
761337489328115713|20160804190617|@boobreva|30. when people add text but don't do anything special with it, save it for your microsoft powerpoint presentations for your english class|v=6.92,a=5.46,d=6.07,hit=2,key=people-save
761337350739734528|20160804190544|@JustSymonee|#TxSu gives students free Microsoft word?|v=8.26,a=5.15,d=6.35,hit=1,key=free
761336980877828096|20160804190415|@kylecunningham5|@toonhead its not really microsoft's fault. People will be people, after all.|v=7.33,a=5.94,d=6.14,hit=1,key=people
761336946903965696|20160804190407|@PBSherren|What's the general opinion on the best package for Microsoft office on a Mac laptop? Any thoughts on 365?|v=5.78,a=4.44,d=5.56,hit=2,key=opinion-office
761336723498528768|20160804190314|@Studio384|Microsoft Majhong is the next victim in @MSCasualGames's line of horrible redesigns. 'Tis a sad day.|v=1.83,a=5.11,d=3.06,hit=2,key=victim-sad
761336127072575488|20160804190052|@miheevataina92|Process Microsoft Windows within your Mac computer together with VMware|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761336113868910592|20160804190049|@mykelcotto|Failure is not an option. It comes bundled with your Microsoft product. ― Ferenc Mantfeld|v=1.7,a=4.95,d=2.4,hit=1,key=failure
761335990753517569|20160804190019|@JabrilWilliams1|@kuchigy7 @KappaWins @DocCupCake84 @XboxP3 @BeastFireTimdog sony, nintendo and microsoft all pioneer different things in the console space|v=6.78,a=5.14,d=5.2,hit=1,key=space
761335987716886528|20160804190019|@NewsAlertsNow|Free cabs now for Microsoft fans. Lyft, a uber like service, gives free credit with code CHIC now. Holy savings.|v=8.26,a=5.15,d=6.35,hit=2,key=free-free
761335802064363520|20160804185934|@mauricemburke|WHO HAS MICROSOFT OFFICE ON A PC|v=5.24,a=4.08,d=5.59,hit=1,key=office
761335658023645184|20160804185900|@NewsAlertsNow|Take ur taxi freebie Microsoft fans. Uber rival Lyft gives promo rides w Lyft credit code CHIC today. Its rocking.|v=5,a=3.41,d=4.64,hit=1,key=taxi
761335273389170689|20160804185728|@KarenBaglin|Company upgrading to Microsoft Office 2016 --> @twitter should be honored: The @ has been incorporated into Outlook!👍🏼|v=5.24,a=4.08,d=5.59,hit=1,key=office
761335086394421248|20160804185644|@LikeTheMaps|Hey Tech people - wife is in love with Sunrise app (that Microsoft is killing). Anyone got a calendar integration app they love?|v=7.9,a=5.56,d=5.97,hit=4,key=people-wife-love-sunrise
761334909583691776|20160804185602|@FourVisionHR|Process oriented implementation together with the Life Cycle methodology of Microsoft! #MSDynAX|v=7.27,a=6.02,d=5.72,hit=1,key=life
761334738011447296|20160804185521|@LiamInvest|@twitter tech must be made by microsoft because it doesn't work & it certainly does not do what twitter TOS says u allowed to do stupid shit|v=2.31,a=4.72,d=2.98,hit=1,key=stupid
761334654804918272|20160804185501|@LyftRidesBonus|Free cabs now for Microsoft fans. Lyft, a uber like service, gives free credit with code CHIC now. Holy savings.|v=8.26,a=5.15,d=6.35,hit=2,key=free-free
761334577168285696|20160804185442|@genavarr|@Microsoft_EDU Promoting Office Pro Plus. Trying to engage. @UACam_Avanza @DGTIUACam|v=5.24,a=4.08,d=5.59,hit=1,key=office
761334413145870336|20160804185403|@LyftRidesBonus|Take ur taxi freebie Microsoft fans. Uber rival Lyft gives promo rides w Lyft credit code CHIC today. Its rocking.|v=5,a=3.41,d=4.64,hit=1,key=taxi
761334409542848512|20160804185402|@eggs_over_easy|@Microsoft That windows 10 update that just made all taskbars have a urine colored background? No thanks! Switch it back quick and I forgive|v=5,a=5.5,d=5.9,hit=2,key=urine-quick
761333968390217733|20160804185217|@kieronam|#Windows10 just updated itself and changed my default search engine and start page in Firefox to Bing. @Microsoft can just piss right off|v=5.2,a=3.98,d=5,hit=1,key=engine
761332837475684353|20160804184747|@jonelmayugs|@Office do you have microsoft office package free to install?|v=6.9,a=4.49,d=5.92,hit=2,key=office-free
761332811940835328|20160804184741|@vMOmar1|Just spoke to my boy B Briggs from Mass.  He left VMW & went to Microsoft I told him let's party.  He wants to work with real solutions?|v=6.32,a=4.58,d=5.34,hit=1,key=boy
761332427146924032|20160804184610|@LeslieKirk13|Totality of being slowed down the microsoft commercial affairs evil spirits: jBYq|v=3.23,a=6.39,d=5.25,hit=1,key=evil
761332061537964032|20160804184442|@_ibellarosa|when i can download free microsoft office with my student email👏🏾|v=6.9,a=4.49,d=5.92,hit=2,key=free-office
761332036913262594|20160804184437|@ratking1989|@jawsgirl87 People decided to jump on the option microsoft had given the disabled to get Windows 10 free when they aren't disabled.|v=7.36,a=5.3,d=6.28,hit=3,key=people-option-free
761331970437677058|20160804184421|@xxnike0629xx|@vektar2 @Microsoft @Windows You're supposed to let that run. It takes a long ass time and restarts a few times automatically.|v=5.31,a=4.64,d=4.63,hit=1,key=time
761331811968389120|20160804184343|@SYRE12MALIMUTE|@2dRedders @isnothere_  looks cool, like I've said to others I suck at cartoons unless I'm on Microsoft paint|v=5.62,a=4.1,d=5.75,hit=1,key=paint
761331646314405888|20160804184303|@shellidw|You guys. I'm using Microsoft Paint for the first time in who knows how many years.|v=5.48,a=4.35,d=5.27,hit=2,key=paint-time
761331112073269248|20160804184056|@novaseat|@engadget no @tacobell. what the hell @Microsoft?|v=2.24,a=5.38,d=3.24,hit=1,key=hell
761330901934497793|20160804184006|@EaZy_Gaming_Off|@CharlesWreath @JamesRufer @SunilSunny_8 these guys are way better than Microsoft's CS. Trust me, got my acc lost on both only ps got it bak|v=4.38,a=5.56,d=4.53,hit=2,key=trust-lost
761330882200338433|20160804184001|@technofactoid|Microsoft holds over 10,000 patents and files around 3,000 every year, ranking as one of the top five patent owners in the U.S.|v=5.29,a=3.5,d=4.9,hit=1,key=patent
761330727283810305|20160804183924|@Genkidama_SB|@kingjonil @DemonDragonMast @Microsoft I'm pretty sure his laptop has AMD graphics card|v=7.75,a=6.03,d=5.5,hit=1,key=pretty
761330451252322304|20160804183819|@idiot_joke_teen|can't seem to find a good volume mixer for this windows brand everclear microsoft sent me|v=7.47,a=5.43,d=6.41,hit=1,key=good
761330222897782784|20160804183724|@CustardMarv|Great after the Win 10 anniversary update both my computers are not working..Well done Microsoft #Microsoft #anniversary #smegheads|v=8.38,a=7.72,d=7.39,hit=1,key=win
761330143264698369|20160804183705|@ayeereese_|That free microsoft office is a blessing|v=6.9,a=4.49,d=5.92,hit=2,key=free-office
761329805614800896|20160804183545|@iamelycin|Apple chances gun emoji to water pistol,. Microsoft changes water pistol to gun,. Clearly not a political fight here guys - going to end badly|v=5.18,a=6.14,d=4.84,hit=5,key=gun-water-water-pistol-fight
761329657971171332|20160804183509|@Juliana19058081|@Microsoft_Saudi i wanna check for the features if my laptop particularly the Paperworks and same stuff my kids school homeworks|v=6.91,a=5.27,d=5.07,hit=1,key=kids
761329032466145280|20160804183240|@kheem1221|@BrandonCrafter can you suggest me for realms SMP please I will be a big help I'm a good builder also and my Microsoft gamer tag KheemCraft|v=7.47,a=5.43,d=6.41,hit=1,key=good
761328995396747264|20160804183231|@ClintRutkas|wow, first time in a long time, had to look up where a building was on @microsoft campus|v=5.3,a=4.22,d=4.99,hit=2,key=time-building
761328444453945345|20160804183020|@Uwilmod|@Azure2345 @sigmuuu they have one in the microsoft store on 5th avenue and the gamestop on broadway|v=5.5,a=4.12,d=5.4,hit=1,key=avenue
761328386606239744|20160804183006|@RyanFromCT|Need someone to help me write an 'if-then' formula on #Microsoft #Excel...probably really easy for experienced users.  Message me 🙏🏽#help|v=7.1,a=4.48,d=7,hit=1,key=easy
761328275612282880|20160804182940|@vektar2|@xxnike0629xx @Microsoft @Windows the screen went black with only a spinning load thing on the bottom.|v=5.39,a=4.61,d=5.14,hit=1,key=black
761327467881762816|20160804182627|@cretoiumiguel|@cretoiumiguel microsoft  answer please|v=6.63,a=5.41,d=5.85,hit=1,key=answer
761326636398542848|20160804182309|@aaronkeuper|@infideler Microsoft is very good with the mobile apps, I wish they would move faster with Edge and Windows 10.|v=7.31,a=5.29,d=5.85,hit=2,key=good-wish
761326513874755584|20160804182240|@BojicDanny|Oh my gosh Microsoft actually released a good system update for the Xbox One.|v=7.47,a=5.43,d=6.41,hit=1,key=good
761326373277282305|20160804182206|@Razthebar1|@OperationRazor . And i also sent a japenese translated microsoft word doc letter to sega of japan everything about razor and sega united.|v=5.85,a=5.13,d=5.38,hit=2,key=letter-razor
761326205626753025|20160804182126|@himanshu_hax|Anyone attending @Bugcrowd and VIP party tonight by @Microsoft  #defcon2016 #defcon #hacker|v=7.86,a=6.69,d=5.83,hit=1,key=party
761325133441142797|20160804181711|@aadilrasheed|@Microsoft The most atrocious windows ever "Windows 10" is going to get an anniversary update..are you making it even more painful this time|v=5.31,a=4.64,d=4.63,hit=1,key=time
761325128307335168|20160804181709|@allyb1013|Microsoft Publisher you are not making me a very happy camper. Wish I could just not respond!|v=7.68,a=5.81,d=5.9,hit=2,key=happy-wish
761324994441994240|20160804181638|@xKuraion|@9GAGTweets actually, you can still get it for free from microsoft, they just don't ask you anymore|v=8.26,a=5.15,d=6.35,hit=1,key=free
761324857292427265|20160804181605|@PromosOnLyft|Taxi givaway for Microsoft fans. Credit code CHIC gives free ride credits on Lyft today. Super offer.|v=6.95,a=4.13,d=5.38,hit=2,key=taxi-free
761324746093031424|20160804181538|@rianf2|Had the brilliant idea of testing something with Microsoft Edge yesterday. As soon as I opened the browser I got a BSOD. GG done Micrcoderp.|v=7,a=5.86,d=6.26,hit=1,key=idea
761324598612881408|20160804181503|@PromosOnLyft|Free taxis for Microsoft fans. Call a ride w one tap using credit code CHIC on Lyft. Holy savings.|v=8.26,a=5.15,d=6.35,hit=1,key=free
761324389933518848|20160804181413|@LeslieKirk13|Created nature after time the microsoft area quickness: EbPV|v=6.7,a=4.5,d=4.77,hit=2,key=nature-time
761324368974807040|20160804181408|@xxnike0629xx|@vektar2 @Microsoft @Windows That's weird. I updated the computer at home and it's fine. What do you mean it's broken?|v=7.07,a=4.54,d=5.57,hit=2,key=computer-home
761323854576877568|20160804181206|@EdtechBunk|When digital to close the Wave? The value added features to see Microsoft Office 2010. So I will be.|v=5.24,a=4.08,d=5.59,hit=1,key=office
761323559738220544|20160804181056|@Jill30862521|@U2 why do I have to "figure stuff out"?? Is Microsoft the cops?? I am straddling their debt on my shoulders!!!!!!WRAP THIS S--- UP!!!!|v=2.22,a=5.68,d=3.02,hit=1,key=debt
761323482919559169|20160804181037|@sodium_flares|Microsoft rep told me to let my busted computer rest so we've been sitting in a very intimate silence together for 7 minutes now|v=6.95,a=5.79,d=5.56,hit=2,key=computer-intimate
761323128199020544|20160804180913|@streetrw|Still need to move over all my movie databases, reviews and preferred fonts. At least Microsoft Works went straight in with no problems.|v=6.86,a=4.93,d=5,hit=1,key=movie
761323109517365249|20160804180908|@Jill30862521|@U2 why the email from Microsoft--saying new privacy agreements?? should I take that personal?? is it for me??|v=5.88,a=4.12,d=5.66,hit=1,key=privacy
761322664162168833|20160804180722|@drob|@juliasilge what is the R deliverable? Curious of input/output. My own scheme is to use RBroker by Revo analytics/Microsoft|v=6.08,a=5.82,d=5.42,hit=1,key=curious
761321758897025024|20160804180346|@BoriskaGorshkov|Process Microsoft Windows within your Mac computer together with VMware|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761321681625448449|20160804180328|@jaff99|Having to use a Microsoft phone as my iphones broke, does anyone know how to read google books or get music on the shit thing #pleasehelp|v=8.13,a=5.32,d=6.39,hit=1,key=music
761321595465965568|20160804180307|@DVTechBI|"A sparkline displays a trend based on adjacent data in a clear & compact graphical representation.’  Microsoft Office 2013 #bestpractices|v=5.24,a=4.08,d=5.59,hit=1,key=office
761321479506042880|20160804180240|@KayKay12330|@MicrosoftStore hopefully i can return to play the HTC Vive. I will ask my mom on my birthday to go to microsoft and play the HTC Vive.|v=7.84,a=6.68,d=5.89,hit=1,key=birthday
761321454541692928|20160804180234|@ray_now|@VisualStudio @Microsoft,had a great time today at #dotnetconfBHM; @chief7 and his team gave energetic and informative seminars on .NET Core|v=5.31,a=4.64,d=4.63,hit=1,key=time
761321081605095425|20160804180105|@WorIdandScience|Microsoft created software that can automatically identify an image as child porn and they partner with police to track child exploitation.|v=7.08,a=5.55,d=5.1,hit=2,key=child-child
761321032418484224|20160804180053|@liarpoliticians|Pushing "Internet of things" with pc industry being killed (specifically by Microsoft/Intel) with "secure booting" and Win10 spy #newsnight|v=5.3,a=4.47,d=4.91,hit=1,key=industry
761321020246548482|20160804180050|@PurelyOriginale|Microsoft 10 would be really great if it wasn't a controlling parent over your pic. Couldn't pause a system update download so it got (cont)|v=3.8,a=6.1,d=5.17,hit=1,key=controlling
761320998562070528|20160804180045|@CrystalOldman|@RuthOshikanlu @theBBBAwards @Microsoft @Roche @GoalMindLtd @TheQNI we are really proud of you Ruth!|v=8.03,a=5.56,d=6.74,hit=1,key=proud
761320832824057856|20160804180005|@melaniyasokolo3|Process Microsoft Windows within your Mac computer together with VMware|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761320820429819905|20160804180002|@efremov_firs|Process Microsoft Windows within your Mac computer together with VMware|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761320137731350529|20160804175720|@BaileyB45891361|Sustainer integrator cuttingly-talk over enfranchisement planning courses passage microsoft mcse flaxen mcsa e...|v=5.28,a=4.36,d=5.02,hit=1,key=passage
761319557021724676|20160804175501|@KritRBLX|@Microsoft Got this awesome new computer loaded with Windows 10! I think I'm ready to do some gaming with my processors and GPU! Thanks MS!|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761318685050941440|20160804175133|@hancxck|drake: what should the merch look like . the knowledge-owl drake consults for all his decisions: microsoft office 2007. drake: perfect|v=5.24,a=4.08,d=5.59,hit=1,key=office
761318632194445316|20160804175121|@allisonlodato|Made my first interaction with the my future ex boyfriend at the Microsoft store, I'm sure he'll fall in love with me any day now|v=7.61,a=5.44,d=5.42,hit=2,key=fall-love
761318525352935424|20160804175055|@afterglowkrush|@HillaryClinton A tax holiday from profits sitting overseas would do it.  Apple, Google, Microsoft, Pfizer all need this|v=7.55,a=6.59,d=6.3,hit=1,key=holiday
761318509896880129|20160804175052|@valgal1022|So Microsoft updated my computer and now it doesn't work at all. Thanks. Now pls send me your latest laptop version. Ggggrrrr!!!|v=6.24,a=4.75,d=5.29,hit=1,key=computer
761318492989784065|20160804175047|@perezllorca|It feel @Microsoft, have endured much with my #930, but has arrived the time of leaving you. The no apps and restarts could with me. Love u|v=7.84,a=5.45,d=5.79,hit=2,key=time-love
761318305533661184|20160804175003|@IDStudio_int|I spent 0 minutes doing microsoft health bonus. 0 calories burned. #LoseIt|v=6.81,a=5.13,d=5.83,hit=1,key=health
761318267747180544|20160804174954|@jessicacberger|@THENickSegallis @_kevinmora @anjelika_xoxo micro computer is really easy its just Microsoft word and exel|v=6.63,a=4.64,d=6.23,hit=2,key=computer-easy
761318227922210816|20160804174944|@justintomann|Xbox One woes update: went to Microsoft Store. They took my console hostage but promised to send a replacement within a week.|v=2.2,a=6.76,d=2.83,hit=1,key=hostage
761318206229258240|20160804174939|@RickaFlair|@Microsoft knew they could've came out with that slim Xbox 1st... Y'all just love rackin in more money instead of being for gamers|v=8.34,a=6.03,d=6.66,hit=2,key=love-money
761318070207983616|20160804174907|@BillSClayton|@jgianc Apple, Microsoft, Sony,did they step on people to get where they are?|v=7.33,a=5.94,d=6.14,hit=1,key=people
761318058426105856|20160804174904|@onebrightlight|TIL Microsoft Outlook still uses vCard 2.1, which is from 1996. I can't for the life of me figure out why they're not using 3.0 from 1998.|v=7.27,a=6.02,d=5.72,hit=1,key=life
761317991095017472|20160804174848|@johnd|Nice.. It's been a solid 8 minutes since my last "Critical Update" of Microsoft office. Good stuff.|v=7.47,a=5.43,d=6.41,hit=1,key=good
761317681140236288|20160804174734|@saps2212|Learnings @nestholma today - Building a startup team and its dynamics with @JariPasanen #Microsoft #startup|v=5.29,a=3.92,d=5.25,hit=1,key=building
761317151017832449|20160804174528|@__ramonfierro__|I hate cortana, I want it gone, @Microsoft how can I disable it?|v=2.12,a=6.95,d=5.05,hit=1,key=hate
761317084714283008|20160804174512|@avg8|@MSN soooo tired of the bs you put your long term customers thru! efing hate anything microsoft right now!|v=2.12,a=6.95,d=5.05,hit=1,key=hate
761316612695732224|20160804174319|@saps2212|Learnings @nestholma - Motivating the customer to buy is a key factor during sales pitch! @anttikosunen #Microsoft #startup|v=5.68,a=3.7,d=4.98,hit=1,key=key
761316312480034816|20160804174208|@LeslieKirk13|World supporting the microsoft metier capacity: evaR|v=6.5,a=5.32,d=5.26,hit=1,key=world
761316012713058304|20160804174056|@kylelerner|@Microsoft (1) I get it, pre-installed bloatware in Win10 makes you money. But Candy Crush Saga shouldn't be in the Enterprise ver of Win10.|v=6.54,a=4.58,d=5.33,hit=1,key=candy
761315590824947714|20160804173916|@GeekProvodnik|Our CEO sat down with BusinessWeek to share his thoughts on Microsoft's future and his biggest surprises as a leader …|v=7.63,a=6.27,d=7.88,hit=1,key=leader
